customer_id,loan_id,pan_number,application_date,disbursement_date,age,gender,state,city_tier,pincode,employment_type,years_employed,monthly_income,loan_amount,loan_tenure_months,loan_purpose,loan_type,interest_rate,cibil_score,existing_loans,credit_utilization,dpd_30_count,dpd_60_count,dpd_90_count,bureau_inquiries_6m,oldest_account_age_months,total_credit_limit,number_of_credit_cards,bureau_last_updated,default_12m,repeat_applicant_flag,pan_valid_flag,app_year,app_month,app_quarter,bureau_age_days,bureau_stale_flag,ntc_flag,dpd_30_count_missing,dpd_60_count_missing,dpd_90_count_missing,bureau_inquiries_6m_missing,oldest_account_age_months_missing,existing_loans_missing,number_of_credit_cards_missing,pincode_valid_flag,monthly_emi_est,foir,income_to_loan_ratio,annual_income,loan_to_income_ratio,delinquency_score,any_dpd_90_flag,any_delinquency_flag,bureau_stress_index,high_foir_flag,low_income_flag,high_loan_flag,cibil_band,employment_stability,loan_size_cat,age_band,foir_band,cibil_band_woe,emp_type_woe,age_band_woe,loan_size_woe
CUST0346872,LN00346872,ABCDE9935F,2024-12-30,2025-01-04,30,Male,Kerala,3,535130.0,Freelancer,2.4,30047.0,294235.0,48,Home Renovation,Unsecured,18.53,695.0,2.0,0.1013,0.0,-1.0,0.0,1.0,243.0,1407298.0,2.0,2024-06-23,0,0,1,2024,12,4,190.0,1,0,0,1,0,0,0,0,0,1,6743.0,0.2244,1.2254,360564.0,0.816,0.0,0,0,0,0,0,0,3_average,0,Medium,21-30,<30%,1.193165060681326,-0.3908525845826807,0.123766687675743,0.0051811910962659274
CUST0226101,LN00226101,ABCDE4705F,2024-12-30,2025-01-02,46,Male,Delhi,2,815371.0,Salaried,1.7,71490.0,174799.0,24,Wedding,Secured,21.0,-1.0,2.0,0.2645,-1.0,0.0,0.0,1.0,240.0,1053492.0,0.0,2024-06-14,0,0,1,2024,12,4,199.0,1,1,1,0,0,0,0,0,0,1,8012.0,0.1121,4.9078,857880.0,0.2038,0.0,0,0,1,0,0,0,0_ntc,3,Medium,41-50,<30%,-0.0996032424277411,0.05201670575236686,-0.09958427303485602,0.0051811910962659274
CUST0068428,LN00068428,ABCDE6594F,2024-12-30,2025-01-13,43,Unknown,Gujarat,1,287010.0,Business,4.3,91612.0,85026.0,36,Home Renovation,Unsecured,10.95,518.0,1.0,0.2156,0.0,0.0,0.0,-1.0,95.0,1562356.0,2.0,2024-09-22,0,0,1,2024,12,4,99.0,1,0,0,0,0,1,0,0,0,1,2598.0,0.0284,12.9295,1099344.0,0.0773,0.0,0,0,0,0,0,0,1_poor,2,Small,41-50,<30%,-1.569945287585048,0.020310544640121195,-0.09958427303485602,0.004894942648551049
CUST0184059,LN00184059,ABCDE3447F,2024-12-30,2025-01-07,24,Female,Telangana,1,806581.0,Salaried,1.9,15764.0,170903.0,72,Personal,Unsecured,20.57,665.0,1.0,0.4758,0.0,1.0,0.0,2.0,135.0,1639786.0,5.0,2024-09-01,0,0,1,2024,12,4,120.0,1,0,0,0,0,0,0,0,0,1,2611.0,0.1656,1.1069,189168.0,0.9034,2.0,0,1,0,0,1,0,3_average,3,Medium,21-30,<30%,1.193165060681326,0.05201670575236686,0.123766687675743,0.0051811910962659274
CUST0190468,LN00190468,ABCDE1577F,2024-12-30,2025-01-01,39,Male,Punjab,1,339477.0,Salaried,0.5,55612.0,212554.0,36,Education,Secured,16.78,726.0,4.0,0.2686,1.0,-1.0,1.0,-1.0,158.0,1291652.0,-1.0,2024-07-19,0,0,1,2024,12,4,164.0,1,0,0,1,0,1,0,0,1,1,6495.0,0.1168,3.1396,667344.0,0.3185,5.0,1,1,1,0,0,0,4_good,3,Medium,31-40,<30%,1.2642628834533345,0.05201670575236686,0.019888728292701774,0.0051811910962659274
CUST0127328,LN00127328,ABCDE8277F,2024-12-30,2025-01-06,54,Male,Kerala,3,549050.0,Salaried,3.6,169443.50000000017,198777.0,24,Home Renovation,Unsecured,20.08,-1.0,-1.0,0.226,-1.0,1.0,0.0,0.0,49.0,1196673.0,1.0,2024-12-27,1,0,1,2024,12,4,3.0,0,1,1,0,0,0,0,1,0,1,9111.0,0.0538,10.2292,2033322.0,0.0978,2.0,0,1,1,0,0,0,0_ntc,3,Medium,51-65,<30%,-0.0996032424277411,0.05201670575236686,-0.0035776705345742085,0.0051811910962659274
CUST0155605,LN00155605,ABCDE6528F,2024-12-30,2025-01-12,45,Male,Punjab,3,749954.0,Self-Employed,3.2,67530.0,978821.0,36,Personal,Secured,20.88,705.0,2.0,0.27,0.0,-1.0,0.0,1.0,229.0,1862083.0,1.0,2024-12-13,0,0,1,2024,12,4,17.0,0,0,0,1,0,0,0,0,0,1,29908.0,0.4429,0.8279,810360.0,1.2079,0.0,0,0,0,0,0,1,4_good,1,Very Large,41-50,30-50%,1.2642628834533345,-0.021608542694506818,-0.09958427303485602,-0.09875114215041046
CUST0108375,LN00108375,ABCDE7696F,2024-12-30,2025-01-04,44,Male,Kerala,3,367957.0,Salaried,2.3,49766.0,315530.0,60,Education,Secured,14.66,808.0,2.0,0.533,1.0,-1.0,-1.0,-1.0,98.0,329658.0,2.0,2024-09-17,0,0,1,2024,12,4,104.0,1,0,0,1,1,1,0,0,0,1,5785.0,0.1162,1.8927,597192.0,0.5284,1.0,0,1,0,0,0,0,5_excellent,3,Large,41-50,<30%,1.6210987154947387,0.05201670575236686,-0.09958427303485602,0.055088904789337256
CUST0343896,LN00343896,ABCDE3880F,2024-12-30,2025-01-10,55,Male,Kerala,2,213110.0,Salaried,14.0,51168.0,185878.0,48,Personal,Unsecured,22.29,664.0,3.0,0.4201,-1.0,1.0,0.0,1.0,129.0,1868428.0,0.0,,0,0,1,2024,12,4,,0,0,1,0,0,0,0,0,0,1,4260.0,0.0833,3.3033,614016.0,0.3027,2.0,0,1,0,0,0,0,3_average,3,Medium,51-65,<30%,1.193165060681326,0.05201670575236686,-0.0035776705345742085,0.0051811910962659274
CUST0272306,LN00272306,ABCDE3656F,2024-12-30,2025-01-05,38,Female,Bihar,3,,Self-Employed,9.7,89784.0,1490448.0,36,Education,Unsecured,23.73,659.0,5.0,0.185,1.0,0.0,-1.0,2.0,-1.0,1706539.0,0.0,2024-12-26,0,0,1,2024,12,4,4.0,0,0,0,0,1,0,1,0,0,0,45541.0,0.5072,0.7229,1077408.0,1.3834,1.0,0,1,1,0,0,1,3_average,1,Very Large,31-40,50-60%,1.193165060681326,-0.021608542694506818,0.019888728292701774,-0.09875114215041046
CUST0388258,LN00388258,ABCDE2003F,2024-12-30,2025-01-05,38,Female,Gujarat,1,397576.0,Business,6.2,36739.0,194701.0,60,Home Renovation,Unsecured,14.2,811.0,-1.0,0.2686,1.0,0.0,0.0,2.0,173.0,599480.0,0.0,2024-07-03,0,0,1,2024,12,4,180.0,1,0,0,0,0,0,0,1,0,1,3570.0,0.0972,2.2643,440868.0,0.4416,1.0,0,1,0,0,0,0,5_excellent,2,Medium,31-40,<30%,1.6210987154947387,0.020310544640121195,0.019888728292701774,0.0051811910962659274
CUST0438087,LN00438087,ABCDE8207F,2024-12-30,2024-12-31,50,Unknown,Bihar,2,827123.0,Freelancer,5.9,31961.0,300423.0,36,Personal,Secured,19.36,523.0,1.0,0.5584,0.0,0.0,0.0,0.0,287.0,230929.0,3.0,2024-11-04,0,0,1,2024,12,4,56.0,0,0,0,0,0,0,0,0,0,1,9180.0,0.2872,1.2766,383532.0,0.7833,0.0,0,0,0,0,0,0,1_poor,0,Large,41-50,<30%,-1.569945287585048,-0.3908525845826807,-0.09958427303485602,0.055088904789337256
CUST0317467,LN00317467,ABCDE4487F,2024-12-30,2025-01-02,28,Male,West Bengal,1,486131.0,Self-Employed,2.8,72472.0,91317.0,60,Personal,Unsecured,25.62,757.0,1.0,0.1642,1.0,0.0,0.0,2.0,293.0,1883100.0,-1.0,2024-07-23,0,0,1,2024,12,4,160.0,1,0,0,0,0,0,0,0,1,1,1674.0,0.0231,9.5236,869664.0,0.105,1.0,0,1,0,0,0,0,5_excellent,1,Small,21-30,<30%,1.6210987154947387,-0.021608542694506818,0.123766687675743,0.004894942648551049
CUST0082957,LN00082957,ABCDE5628F,2024-12-30,2025-01-08,60,Male,Madhya Pradesh,2,665539.0,Self-Employed,1.0,34457.0,1029079.0,48,Wedding,Unsecured,16.63,525.0,2.0,0.2686,-1.0,0.0,0.0,1.0,195.0,1038860.0,2.0,2024-07-06,0,0,1,2024,12,4,177.0,1,0,1,0,0,0,0,0,0,1,23583.0,0.6844,0.4018,413484.0,2.4888,0.0,0,0,0,1,0,1,1_poor,1,Very Large,51-65,60-75%,-1.569945287585048,-0.021608542694506818,-0.0035776705345742085,-0.09875114215041046
CUST0373039,LN00373039,ABCDE7312F,2024-12-30,2025-01-04,21,Female,Madhya Pradesh,2,417908.0,Salaried,0.5,42213.0,306921.0,36,Personal,Unsecured,16.66,614.0,1.0,0.2686,0.0,0.0,0.0,4.0,47.0,512754.0,-1.0,2024-10-30,1,0,1,2024,12,4,61.0,0,0,0,0,0,0,0,0,1,1,9378.0,0.2222,1.6504,506556.0,0.6059,0.0,0,0,1,0,0,0,2_below_avg,3,Large,21-30,<30%,-0.4418293481453998,0.05201670575236686,0.123766687675743,0.055088904789337256
CUST0085128,LN00085128,ABCDE5989F,2024-12-30,2025-01-13,37,Male,Rajasthan,2,888599.0,Salaried,5.0,59713.0,224114.0,24,Personal,Unsecured,17.36,599.0,1.0,0.3643,1.0,0.0,0.0,5.0,55.0,918414.0,1.0,2024-09-03,0,0,1,2024,12,4,118.0,1,0,0,0,0,0,0,0,0,1,10272.0,0.172,3.1973,716556.0,0.3128,1.0,0,1,1,0,0,0,1_poor,3,Medium,31-40,<30%,-1.569945287585048,0.05201670575236686,0.019888728292701774,0.0051811910962659274
CUST0326076,LN00326076,ABCDE4645F,2024-12-30,2025-01-02,62,Male,Karnataka,1,327709.0,Salaried,0.6,18187.0,47625.0,48,Business,Secured,11.57,747.0,1.0,0.2987,2.0,0.0,0.0,2.0,130.0,1600080.0,1.0,2024-12-12,0,0,1,2024,12,4,18.0,0,0,0,0,0,0,0,0,0,1,1091.0,0.06,4.5826,218244.0,0.2182,2.0,0,1,0,0,1,0,4_good,3,Small,51-65,<30%,1.2642628834533345,0.05201670575236686,-0.0035776705345742085,0.004894942648551049
CUST0404414,LN00404414,ABCDE6662F,2024-12-30,2025-01-08,42,Male,Rajasthan,2,118396.0,Self-Employed,2.8,76851.0,43277.115,48,Wedding,Unsecured,13.73,-1.0,0.0,0.4325,0.0,0.0,0.0,-1.0,206.0,329574.0,1.0,2024-08-13,1,0,1,2024,12,4,139.0,1,1,0,0,0,1,0,0,0,1,992.0,0.0129,21.3095,922212.0,0.0469,0.0,0,0,1,0,0,0,0_ntc,1,Small,41-50,<30%,-0.0996032424277411,-0.021608542694506818,-0.09958427303485602,0.004894942648551049
CUST0150949,LN00150949,ABCDE1033F,2024-12-30,2025-01-03,40,Male,Rajasthan,1,392885.0,Self-Employed,3.2,76851.0,103676.0,36,Personal,Unsecured,18.7,740.0,1.0,0.1046,1.0,0.0,0.0,2.0,32.0,623026.0,3.0,2024-11-10,0,0,1,2024,12,4,50.0,0,0,0,0,0,0,0,0,0,1,3168.0,0.0412,8.8951,922212.0,0.1124,1.0,0,1,0,0,0,0,4_good,1,Medium,31-40,<30%,1.2642628834533345,-0.021608542694506818,0.019888728292701774,0.0051811910962659274
CUST0435631,LN00435631,ABCDE5669F,2024-12-30,2025-01-03,64,Female,Tamil Nadu,2,448752.0,Self-Employed,6.4,71361.0,44965.0,60,Medical,Secured,11.44,711.0,0.0,0.0916,1.0,0.0,1.0,2.0,267.0,1078260.0,-1.0,2024-10-10,0,0,1,2024,12,4,81.0,0,0,0,0,0,0,0,0,1,1,824.0,0.0115,19.0444,856332.0,0.0525,5.0,1,1,0,0,0,0,4_good,1,Small,51-65,<30%,1.2642628834533345,-0.021608542694506818,-0.0035776705345742085,0.004894942648551049
CUST0297268,LN00297268,ABCDE9779F,2024-12-30,2025-01-02,36,Female,Delhi,1,,Self-Employed,0.5,58119.0,174533.0,36,Education,Secured,12.26,622.0,5.0,0.3229,0.0,0.0,-1.0,1.0,112.0,1038860.0,-1.0,2024-10-29,0,0,1,2024,12,4,62.0,0,0,0,0,1,0,0,0,1,0,5333.0,0.0918,3.996,697428.0,0.2503,0.0,0,0,1,0,0,0,2_below_avg,1,Medium,31-40,<30%,-0.4418293481453998,-0.021608542694506818,0.019888728292701774,0.0051811910962659274
CUST0191400,LN00191400,ABCDE9708F,2024-12-30,2025-01-08,47,Male,Gujarat,3,620132.0,Salaried,7.5,51257.0,224379.0,36,Debt Consolidation,Secured,13.3,-1.0,2.0,0.2686,2.0,0.0,0.0,1.0,118.0,719191.0,1.0,2024-08-19,0,0,1,2024,12,4,133.0,1,1,0,0,0,0,0,0,0,1,6856.0,0.1338,2.7413,615084.0,0.3648,2.0,0,1,1,0,0,0,0_ntc,3,Medium,41-50,<30%,-0.0996032424277411,0.05201670575236686,-0.09958427303485602,0.0051811910962659274
CUST0388505,LN00388505,ABCDE3222F,2024-12-30,2025-01-09,32,Female,Delhi,1,775467.0,Self-Employed,4.7,33045.0,439759.0,36,Medical,Unsecured,23.32,707.0,1.0,0.2026,-1.0,0.0,0.0,2.0,150.0,247765.0,3.0,2024-10-21,0,0,1,2024,12,4,70.0,0,0,1,0,0,0,0,0,0,1,13437.0,0.4066,0.9017,396540.0,1.109,0.0,0,0,0,0,0,0,4_good,1,Large,31-40,30-50%,1.2642628834533345,-0.021608542694506818,0.019888728292701774,0.055088904789337256
CUST0205895,LN00205895,ABCDE5648F,2024-12-30,2025-01-06,42,Male,Punjab,2,118623.0,Salaried,0.5,55788.5,320002.0,72,Home Renovation,Secured,15.44,762.0,1.0,0.3055,0.0,0.0,0.0,1.0,25.0,1289199.0,0.0,2024-11-03,0,0,1,2024,12,4,57.0,0,0,0,0,0,0,0,0,0,1,4889.0,0.0876,2.0921,669462.0,0.478,0.0,0,0,0,0,0,0,5_excellent,3,Large,41-50,<30%,1.6210987154947387,0.05201670575236686,-0.09958427303485602,0.055088904789337256
CUST0498380,LN00498380,ABCDE2125F,2024-12-30,2025-01-05,29,Male,Odisha,2,572371.0,Salaried,3.5,37080.0,554286.0,60,Home Renovation,Unsecured,22.43,658.0,1.0,0.109,0.0,0.0,0.0,2.0,238.0,1365943.0,1.0,2024-08-23,0,0,1,2024,12,4,129.0,1,0,0,0,0,0,0,0,0,1,10162.0,0.2741,0.8028,444960.0,1.2457,0.0,0,0,0,0,0,1,3_average,3,Large,21-30,<30%,1.193165060681326,0.05201670575236686,0.123766687675743,0.055088904789337256
CUST0131941,LN00131941,ABCDE3534F,2024-12-30,2025-01-10,30,Female,West Bengal,2,196463.0,Salaried,2.0,83471.0,948292.0,48,Personal,Unsecured,23.31,566.0,2.0,0.4917,1.0,2.0,0.0,3.0,246.0,878969.0,3.0,2024-10-11,0,0,1,2024,12,4,80.0,0,0,0,0,0,0,0,0,0,1,21732.0,0.2604,1.0563,1001652.0,0.9467,5.0,0,1,0,0,0,1,1_poor,3,Very Large,21-30,<30%,-1.569945287585048,0.05201670575236686,0.123766687675743,-0.09875114215041046
CUST0414375,LN00414375,ABCDE6298F,2024-12-30,2024-12-31,43,Male,Gujarat,2,676860.0,Salaried,3.2,54198.0,177694.0,36,Business,Secured,13.96,757.0,4.0,0.0972,0.0,0.0,-1.0,1.0,136.0,109811.0,1.0,2024-10-28,0,0,1,2024,12,4,63.0,0,0,0,0,1,0,0,0,0,1,5430.0,0.1002,3.6601,650376.0,0.2732,0.0,0,0,1,0,0,0,5_excellent,3,Medium,41-50,<30%,1.6210987154947387,0.05201670575236686,-0.09958427303485602,0.0051811910962659274
CUST0325119,LN00325119,ABCDE1493F,2024-12-30,2025-01-12,41,Male,Gujarat,2,350804.0,Self-Employed,0.5,105375.0,488039.0,24,Medical,Unsecured,14.68,728.0,-1.0,0.6829,0.0,0.0,0.0,2.0,163.0,387973.0,0.0,2024-11-21,0,0,1,2024,12,4,39.0,0,0,0,0,0,0,0,1,0,1,22368.0,0.2123,2.591,1264500.0,0.386,0.0,0,0,0,0,0,0,4_good,1,Large,41-50,<30%,1.2642628834533345,-0.021608542694506818,-0.09958427303485602,0.055088904789337256
CUST0112930,LN00112930,ABCDE3038F,2024-12-30,2025-01-05,51,Female,Rajasthan,1,912928.0,Salaried,1.1,60254.0,2168191.52,24,Personal,Unsecured,20.74,-1.0,2.0,0.6269,0.0,0.0,1.0,-1.0,246.0,1871834.0,2.0,2024-12-28,0,0,1,2024,12,4,2.0,0,1,0,0,0,1,0,0,0,1,99375.0,0.95,0.3335,723048.0,2.9987,4.0,1,1,1,1,0,1,0_ntc,3,Very Large,51-65,>75%,-0.0996032424277411,0.05201670575236686,-0.0035776705345742085,-0.09875114215041046
CUST0151477,LN00151477,ABCDE4088F,2024-12-30,2025-01-12,62,Female,Punjab,2,711764.0,Self-Employed,0.9,20010.0,49161.0,36,Wedding,Unsecured,14.86,-1.0,1.0,0.4241,0.0,0.0,0.0,2.0,-1.0,1169037.0,1.0,2024-10-06,0,0,1,2024,12,4,85.0,0,1,0,0,0,0,1,0,0,1,1502.0,0.0751,4.8844,240120.0,0.2047,0.0,0,0,1,0,1,0,0_ntc,1,Small,51-65,<30%,-0.0996032424277411,-0.021608542694506818,-0.0035776705345742085,0.004894942648551049
CUST0151461,LN00151461,ABCDE2080F,2024-12-30,2024-12-31,37,Female,Kerala,2,292284.0,Self-Employed,0.5,57404.0,546340.0,24,Medical,Secured,19.85,615.0,0.0,0.2686,1.0,0.0,1.0,1.0,284.0,332102.0,1.0,2024-10-13,1,0,1,2024,12,4,78.0,0,0,0,0,0,0,0,0,0,1,25041.0,0.4362,1.2608,688848.0,0.7931,5.0,1,1,0,0,0,1,2_below_avg,1,Large,31-40,30-50%,-0.4418293481453998,-0.021608542694506818,0.019888728292701774,0.055088904789337256
CUST0191245,LN00191245,ABCDE2135F,2024-12-30,2025-01-09,44,Female,Karnataka,1,837535.0,Business,5.1,161759.0,255330.5,48,,Unsecured,13.84,707.0,-1.0,0.2686,-1.0,0.0,0.0,1.0,143.0,250947.0,1.0,2024-09-21,0,0,1,2024,12,4,100.0,1,0,1,0,0,0,0,1,0,1,5851.0,0.0362,7.6023,1941108.0,0.1315,0.0,0,0,0,0,0,0,4_good,2,Medium,41-50,<30%,1.2642628834533345,0.020310544640121195,-0.09958427303485602,0.0051811910962659274
CUST0144980,LN00144980,ABCDE9342F,2024-12-30,2025-01-04,60,Female,Gujarat,1,,Salaried,10.2,22788.0,190889.0,12,Personal,Unsecured,25.73,762.0,1.0,0.2872,-1.0,0.0,0.0,1.0,59.0,1554467.0,0.0,2024-09-01,0,0,1,2024,12,4,120.0,1,0,1,0,0,0,0,0,0,0,17498.0,0.7679,1.4325,273456.0,0.6981,0.0,0,0,0,1,1,0,5_excellent,3,Medium,51-65,>75%,1.6210987154947387,0.05201670575236686,-0.0035776705345742085,0.0051811910962659274
CUST0063188,LN00063188,ABCDE9945F,2024-12-30,2025-01-07,56,Female,Kerala,2,521200.0,Salaried,3.7,71648.0,54202.0,24,Personal,Unsecured,14.82,-1.0,0.0,0.2178,0.0,2.0,0.0,2.0,42.0,1384349.0,-1.0,2024-09-02,0,0,1,2024,12,4,119.0,1,1,0,0,0,0,0,0,1,1,2484.0,0.0347,15.8624,859776.0,0.063,4.0,0,1,1,0,0,0,0_ntc,3,Small,51-65,<30%,-0.0996032424277411,0.05201670575236686,-0.0035776705345742085,0.004894942648551049
CUST0362022,LN00362022,ABCDE5952F,2024-12-30,2025-01-07,55,Male,Madhya Pradesh,3,268145.0,Salaried,3.7,49311.0,109174.0,72,Personal,Unsecured,14.75,711.0,2.0,0.0497,0.0,0.0,0.0,0.0,37.0,1086619.0,0.0,2024-08-09,0,0,1,2024,12,4,143.0,1,0,0,0,0,0,0,0,0,1,1668.0,0.0338,5.4201,591732.0,0.1845,0.0,0,0,0,0,0,0,4_good,3,Medium,51-65,<30%,1.2642628834533345,0.05201670575236686,-0.0035776705345742085,0.0051811910962659274
CUST0406076,LN00406076,ABCDE7021F,2024-12-30,2025-01-07,43,Female,Delhi,1,191859.0,Business,0.5,91612.0,193095.0,84,,Unsecured,23.07,538.0,3.0,0.3511,1.0,0.0,0.0,2.0,260.0,507110.0,1.0,2024-06-27,1,0,1,2024,12,4,186.0,1,0,0,0,0,0,0,0,0,1,2529.0,0.0276,5.6933,1099344.0,0.1756,1.0,0,1,0,0,0,0,1_poor,2,Medium,41-50,<30%,-1.569945287585048,0.020310544640121195,-0.09958427303485602,0.0051811910962659274
CUST0064821,LN00064821,ABCDE5920F,2024-12-30,2025-01-12,23,Male,Odisha,2,420046.0,Self-Employed,4.1,76851.0,190734.0,36,Education,Unsecured,24.04,673.0,4.0,0.4032,2.0,0.0,0.0,2.0,39.0,1280218.0,1.0,2024-09-12,0,0,1,2024,12,4,109.0,1,0,0,0,0,0,0,0,0,1,5828.0,0.0758,4.8351,922212.0,0.2068,2.0,0,1,1,0,0,0,3_average,1,Medium,21-30,<30%,1.193165060681326,-0.021608542694506818,0.123766687675743,0.0051811910962659274
